"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type"
23521,"ref","journal article","Late Hauterivian coralline algae (Rhodophyta, Corallinales) from the Iberian Chain (E Spain). Taxonomy and the evolution of multisporangial reproductive structures",2007,"S.","Tomas","J.","Aguirre","J. C. Braga, C. Martín-Closas","",NA,"Facies",NA,NA,NA,NA,NA,NA,"53","1","79","95","English","10.1007/s10347-006-0088-7","class"
41825,"ref","journal article","Description of species, in Fusuline foraminifera from the basal part of the Sakamotozawa Formation, south Kitakami belt, northeast Japan",2007,"K.","Ueno","","","","",NA,"Science Reports, Niigata University (Geology)",NA,NA,NA,NA,NA,NA,"22","","15","33","English","","class"
23821,"ref","journal article","Woodland in a fluvio-lacustrine environment on the dry Mongolian Plateau during the late Paleocene: Evidence from the mammal bearing Subeng section (Inner Mongolia, P.R. China)",2007,"J.","Van Itterbeeck","P.","Missiaen","A. Folie, V. S. Markevich, D. Van Damme, D.-Y. Guo, T. Smith","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"243","01-Feb","55","78","English","10.1016/j.palaeo.2006.07.005","auth"
33101,"ref","journal article","Structurally preserved Zamites bayeri Kvacek from the Coniacian Kashima Formation (Yezo Group) of Hokkaido, Japan",2007,"T.","Yamada","","","","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"2009","","1","6","English","10.1016/j.cretres.2009.07.007","auth,class"
43936,"ref","journal article","Leños fósiles de Boraginaceae de la Formación Peñas Coloradas (Paleoceno superior), Puerto Visser, Chubut, Argentina",2006,"M.","Brea","A. F.","Zucol","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"43","1","139","146","Spanish","","auth"
77546,"ref","journal article","Taxonomy of order Latentifistularia (Radiolaria) from the latest Permian in southern Guangxi, China",2006,"Q.","Feng","W.","He","S. Zhang, S. Gu","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"80","5","826","848","English","10.1666/0022-3360(2006)80[826:toolrf]2.0.co;2","auth,class"
41962,"ref","journal article","Middle Permian foraminifers of the Izuru and Nabeyama Formations in the Kuzu area, Tochigi Prefecture, Japan Part 2. Schubertellid and ozawainellid fusulinoideans, and non-fusulinoidean foraminifers",2006,"F.","Kobayashi","","","","",NA,"Paleontological Research",NA,NA,NA,NA,NA,NA,"10","","61","77","English","","auth,class"
42028,"ref","journal article","Early Late Permian (Wuchiapingian) foraminifers in the Tatsuno area, Hyogo - Late Paleozoic and Early mesozoic foraminifers of Hyogo, Japan, part 4",2006,"F.","Kobayashi","","","","",NA,"Nature and Human Activities",NA,NA,NA,NA,NA,NA,"10","","25","33","English","","auth,class"
42035,"ref","journal article","Latest Permian (Changhsingian) foraminifers in the Mikata area, Hyogo - Late Paleozoic and early Mesozoic foraminifers of Hyogo, Japan, Part 3",2006,"F.","Kobayashi","","","","",NA,"Nature and Human Activities",NA,NA,NA,NA,NA,NA,"10","","15","24","English","","auth,class"
42036,"ref","journal article","Late Middle Permian (Capitanian) foraminifers in the Miharaiyama area, Hyogo - Late Paleozoic and early Mesozoic foraminifers of Hyogo, Japan, Part 2",2006,"F.","Kobayashi","","","","",NA,"Nature and Human Activities",NA,NA,NA,NA,NA,NA,"10","","1","13","English","","auth,class"
42139,"ref","journal article","Middle Permian foraminifer of Kaize, southern part of Saku Basin, Nagano prefecture, central Japan",2006,"F.","Kobayashi","","","","",NA,"Paleontological Research",NA,NA,NA,NA,NA,NA,"10","3","179","194","English","","auth,class"
42039,"ref","journal article","Taxonomic names, in Gzhelian fusulinids first discovered in central Iran",2006,"E. Y.","Leven","","","","",NA,"Stratigraphy and Geological Correlation",NA,NA,NA,NA,NA,NA,"14","","19","29","English","","auth,class"
34841,"ref","journal article","Solenostelopteris skogiae sp. nov. from the Lower Cretaceous of Vancouver Island [Canada]",2006,"S. A.","Little","R. A.","Stockey","G. W. Rothwell","",NA,"Journal of Plant Research",NA,NA,NA,NA,NA,NA,"119","5","525","532","English","","auth,class"
59278,"ref","journal article","Tetracentron fruits from the Miocene of Western North America",2006,"S. R.","Manchester","I.","Chen","","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"167","3","601","605","English","","auth"
76276,"ref","journal article","Non-geniculate coralline algae from the Uttatur Group (Early Cretaceous), south India",2006,"P.K.","Misra","A.K.","Jauhri","S.K. Singh, S. Kishore, A. Rajanikanth","",NA,"The Palaeobotanist",NA,NA,NA,NA,NA,NA,"55","","29","40","English","","auth,class"
26227,"ref","journal article","Significance of microbialites, calcimicrobes, and calcareous algae in reefal framework formation from the Silurian of Gotland, Sweden",2006,"M.","Nose","D. U.","Schmid","R. R. Leinfelder","",NA,"Sedimentary Geology",NA,NA,NA,NA,NA,NA,"192","","243","265","English","10.1016/j.sedgeo.2006.04.009","auth,class"
32451,"ref","journal article","Identification of the Guadalupian-Lopingian boundary in the Permian in a bedded chert sequence, south China",2006,"D.","Sun","W.","Xia","","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"236","","272","289","English","10.1016/j.palaeo.2005.11.010","auth,class"
59184,"ref","journal article","Palynostratigraphy of the Dubrajpur Formation (Early Triassic to Early Cretaceous) of th Rajmahal Basin, India",2006,"A.","Tripathi","A.","Ray","","",NA,"Palynology",NA,NA,NA,NA,NA,NA,"30","","133","149","English","10.2113/gspalynol.30.1.133","auth,class"
41888,"ref","journal article","Middle Permian fusulinoideans from Hatahoko in the Nyukawa area, Gifu Prefecture, Mino Belt, central Japan",2006,"K.","Ueno","J. I.","Tazawa","Y. Miyake","",NA,"Science Reports, Niigata University (Geology)",NA,NA,NA,NA,NA,NA,"21","","47","72","English","","auth"
47990,"ref","journal article","Las primeras angiospermas en el Cretácico de la Cuenca Neuquina (Centro Oeste de Argentina): Aspectos geológicos relacionados",2006,"P.","Vallati","","","","",NA,"Revista Brasileira de Paleontologia",NA,NA,NA,NA,NA,NA,"9","1","83","92","Spanish","10.4072/rbp.2006.1.09","auth,class"
50169,"ref","journal article","Middle Triassic (Anisian) ferns from Kühwiesenkopf (Monte Prá Della Vacca), Dolomites, Northern Italy",2006,"J. H. A.","Van Konijnenburg-van Cittert","E.","Kustatscher","M. Wachtler","",NA,"Palaeontology",NA,NA,NA,NA,NA,NA,"49","5","943","968","English","10.1111/j.1475-4983.2006.00591.x","auth"
49481,"ref","journal article","Palynological and paleoenvironmental significance of the Tunal Formation (Danian) at its type locality, El Chorro creek (Salta, Argentina)",2006,"W.","Volkheimer","M. G.","Novara","P. L. Narvaéz, R. A. Marquillas","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"43","3","567","584","English","","auth,class"
39165,"ref","journal article","The new higher level classification of eukaryotes with emphasis on the taxonomy of protists",2005,"S. M.","Adl","A. G. B.","Simpson","M. A. Farmer, R. A. Andersen, O. R. Anderson, J. R. Barta, S. S. Bowser, G. Brugerolle, R. A. Fensome, S. Frederico, T. Y. James, S. Karpov, P. Kugrens, J. Krug, C. E. Lane, L. A. Lewis, J. Lodge, D. H. Lynn, D. G. Mann, R. M. McCourt, L. Mendoza","",NA,"Journal of Eukaryotic Microbiology",NA,NA,NA,NA,NA,NA,"52","5","399","451","English","10.1111/j.1550-7408.2005.00053.x","auth,class"
48165,"ref","journal article","Palinología de la Formación Kachaike, Cretácico Inferior de la Cuenca Austral, provincia de Santa Cruz. II. Esporas",2005,"A.","Archangelsky","M.","Llorens","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"42","2","311","328","Spanish","","auth"
48091,"ref","journal article","Estudios palinológicos del Grupo Baqueró (Cretácico inferior), provincia de Santa Cruz, Argentina. IX polen bisacado de Podocarpaceae",2005,"S.","Archangelsky","L.","Villar de Seoane","","",NA,"Revista Española de Paleontología",NA,NA,NA,NA,NA,NA,"20","1","37","56","Spanish","","auth,class"
23357,"ref","journal article","A fossilized aroid infructescence, Albertarum pueri geno. nov. et sp. nov., of Late Cretaceous (late Campanian) age from the Horseshoe Canyon Formation of southern Alberta, Canada",2005,"J.","Bogner","G. L.","Hoffman","K. R. Aulenback","",NA,"Canadian Journal of Earth Sciences",NA,NA,NA,NA,NA,NA,"83","","591","598","English","","auth,class"
24720,"ref","journal article","Benthic foraminifers and palaeoenvironment in the Lower and Middle Jurassic of the Western Basque-Cantabrian Basin (Northern Spain)",2005,"K.-U.","Gräfe","","","","",NA,"Journal of Iberian Geology",NA,NA,NA,NA,NA,NA,"31","2","217","233","English","","auth,class"
27428,"ref","journal article","Extinction, survival, and recovery of lagenide foraminifers in the Permian-Triassic boundary interval, central Taurides, Turkey",2005,"J. R.","Groves","D.","Altiner","R. Rettori","",NA,"Paleontological Society Memoir",NA,NA,NA,NA,NA,NA,"62","","1","38","English","","auth,class"
86054,"ref","journal article","NIEUWE GEOLOGISCHE, PALYNOLOGISCHE EN PALEOBOTANISCHE GEGEVENS (MUSCHELKALK, RHAETIEN-LIAS EN OLIGOCEEN) uit de steengroeven van Winterswijk",2005,"G.F.W.","Herngreen","J.H.A.","van Konijnenburg-van Cittert","H.W. Oosterink, R.W.J.M. van der Ham","",NA,"Grondboor & Hamer",NA,NA,NA,NA,NA,NA,"59","4","84","97","other","","auth,class"
27116,"ref","journal article","Record of rhodoliths from Aramda Reef Member (Late Pleistocene to Holocene) of Chaya Formation, Dwarka-Okha area, Gujarat and their paleoenvironmental significance",2005,"P.","Kundal","A. P.","Dharashivkar","","",NA,"Current Science",NA,NA,NA,NA,NA,NA,"88","10","1684","1689","English","","auth"
59282,"ref","journal article","Middle Eocene flora of Huadian, Jilin Province, Northeastern China",2005,"S. R.","Manchester","Z.","Chen","B. Geng, J. Tao","",NA,"Acta Palaeobotanica",NA,NA,NA,NA,NA,NA,"45","1","3","26","English","","auth,class"
81981,"ref","journal article","Paleoecology of the Permian (Wolfcampian) Phylloid Alga Calcipatera from an In Situ Occurrence in Kansas, U.S.A.",2005,"R. S.","Sawin","R.R.","West","","",NA,"Current Research in Earth Sciences",NA,NA,NA,NA,NA,NA,"251","1","","","English","10.17161/cres.v0i251.11835","auth,class"
77887,"ref","journal article","Calcareous algae from the limestone unit of Hut Bay Formation (Late Middle Miocene) of Little Andaman Island, India",2005,"R.K.","Saxena","M.K.","Ghosh","A. Chandra","",NA,"Glimpses of Indian Phycology",NA,NA,NA,NA,NA,NA,"","","275","301","English","","auth,class"
25689,"ref","journal article","Triassic hamimedaceans: new genera and species from the Alps, Sicily and southern Apennines",2005,"B.","Senowbari-Daryan","V.","Zamparelli","","",NA,"Revista Espanola de Micropaleontologia",NA,NA,NA,NA,NA,NA,"37","1","141","169","English","","auth,class"
25986,"ref","journal article","Falsocalcifolium nov. gen. and revision of the tribe Calcifolieae (Mississippian, incertae sedis algae)",2005,"D.","Vachard","P.","Cozar","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"38","6","803","822","English","10.1016/j.geobios.2004.05.004","auth"
32418,"ref","journal article","Permian and Triassic radiolarians from the western Guangxi area, China",2005,"A.","Yao","K.","Kuwahara","Y. Ezaki, J. Liu, W. Hao, Y. Luo, G. Kuang","",NA,"Journal of Geosciences, Osaka City University",NA,NA,NA,NA,NA,NA,"48","","81","93","English","","auth"
29168,"ref","journal article","Basal Cambrian microfossils from the Yurtus and Xishanblaq Formations (Tarim, North-West China): Systematic revision and biostratigraphic correlaton of Micrhystridium-like acritarchs",2005,"J.","Yao","S.","Xiao","L. Yin, G. Li, X. Yuan.","",NA,"Palaeontology",NA,NA,NA,NA,NA,NA,"48","4","687","708","English","10.1111/j.1475-4983.2005.00484.x","auth"
81475,"ref","journal article","Late Triassic charophytes around the bone-bearing bed at Krasiejów (SW Poland) – palaeoecological and environmental remarks",2005,"M.","Zatoń","A.","Piechota","E. Sienkiewicz","",NA,"Acta Geologica Polonica",NA,NA,NA,NA,NA,NA,"55","3","283","293","English","","auth,class"
44594,"ref","journal article","Megaflora (hojas y frutos) de la Formación San José (Mioceno Medio) en río Seco, departamento Santa María, provincia de Catamarca, Argentina",2004,"L. M.","Anzótegui","R.","Herbst","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"41","3","423","436","Spanish","","auth,class"
25337,"ref","journal article","Ecology of extant nummulitids and other larger benthic foraminifera: applications in palaeoenvironmental analysis",2004,"S. J.","Beavington-Penney","A.","Racey","","",NA,"Earth-Science Reviews",NA,NA,NA,NA,NA,NA,"67","","219","265","English","10.1016/j.earscirev.2004.02.005","auth,class"
13586,"ref","journal article","Dating the Lower Cretaceous in the Organyà section (Catalan Pyrenees, NE Spain): a reinterpretation",2004,"M. A.","Conrad","R.","Schroeder","B. Clavel, J. Charollais, R. Busnardo, A. Cherchi, D. Decrouez","",NA,"Cretaceous Research",NA,NA,NA,NA,NA,NA,"25","1","35","41","","10.1016/j.cretres.2003.10.004","auth,class"
30578,"ref","journal article","Early Carboniferous radiolarians from north-west Thailand: paleogeographical implications",2004,"Q.","Feng","D.","Helmcke","C. Chonglakmani, R. Ingavat-Helmcke, B. Liu","",NA,"Palaeontology",NA,NA,NA,NA,NA,NA,"47","2","377","393","English","10.1111/j.0031-0239.2004.00370.x","class"
43995,"ref","journal article","Coralline Algae from the Ninniyur Formation (Thanetian) of the Cauvery Basin, South India",2004,"S.","Kishore","S. K.","Singh","","",NA,"Our Nature",NA,NA,NA,NA,NA,NA,"2","","1","6","English","10.3126/on.v2i1.316","auth"
50154,"ref","journal article","A number of additional and revised taxa from the Ladinian flora of the Dolomites, Northern Italy",2004,"E.","Kustatscher","M.","Wachtler","J.H.A. van Konijnenburg-van Cittert","",NA,"Geo.Alp",NA,NA,NA,NA,NA,NA,"1","","57","69","English","","auth"
32488,"ref","journal article","Late Permian radiolarians and sponge spicules from the Tongtianyan section, Liuzhou, Gungxi, China",2004,"K.","Kuwahara","A.","Yao","J. Yao, J. Li","",NA,"Journal of Geosciences, Osaka City University",NA,NA,NA,NA,NA,NA,"47","","85","99","English","","class"
30757,"ref","journal article","Lower Aptian agglutinated foraminifera from the Southern Dobrogea and SE part of the Moesian Platform",2004,"T.","Neagu","P.","Cirnaru","","",NA,"Acta Palaeontologica Romaniae",NA,NA,NA,NA,NA,NA,"4","","277","297","English","","class"
42469,"ref","journal article","Permian Fusulinids (Foraminifera) of the Subsurface of Israel: Taxonomy and Biostratigraphy",2004,"O.","Orlov-Labkovsky","","","","",NA,"Revista Española de Micropaleontología",NA,NA,NA,NA,NA,NA,"36","3","389","406","English","","auth"
25987,"ref","journal article","Biostratigraphical precisions on the Early Serpukhovian (Late Mississippian), by means of a carbonate algal microflora (cyanobacteria, algae and pseudo-algae) from La Serre (Montagne Noire, France)",2004,"D.","Vachard","M.","Aretz","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"37","5","643","666","English","10.1016/j.geobios.2003.05.008","auth,class"
65025,"ref","journal article","An unmineralized alga from the Lower Cambrian of California, USA",2004,"B. M.","Waggoner","J. W.","Hagadorn","","",NA,"Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen",NA,NA,NA,NA,NA,NA,"231","1","67","83","English","10.1127/njgpa/231/2004/67","class"
48162,"ref","journal article","Palinología de la Formación kachaike, Cretácico Inferior de la Cuenca Austral, provincia de Santa Cruz. I-Esporas lisas y cinguladas",2003,"A.","Archangelsky","M.","Llorens","","",NA,"Ameghiniana",NA,NA,NA,NA,NA,NA,"40","1","71","80","Spanish","","auth,class"
25993,"ref","journal article","Neoprincipia nov. gen., a new Mississippian red alga, and remarks on the Archaeolithophyllaceae (Rhodophyta)",2003,"P.","Cozar","D.","Vachard","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"36","5","505","517","English","10.1016/s0016-6995(03)00060-3","auth"
9608,"ref","journal article","Calcareous algae (""Porostromata"", Rhodophyta, Dasycladales) and microproblematica with algal affinity from the NW German Korallenoolith Formation (Oxfordian, Süntel Mountains)",2003,"C.","Helm","I.","Schülke","F. Schlagintweit","",NA,"Facies",NA,NA,NA,NA,NA,NA,"49","","61","86","","10.1007/s10347-003-0025-y","auth,class"
47464,"ref","journal article","Nongeniculate Coralline Algae from Lower Pliocene to Late Pleistocene of Dwarka - Okha Area, Jamnagar, Gujarat",2003,"P.","Kundal","A. P.","Dharashivkar","","",NA,"Bulletin of the Oil and Natural Gas Corporation Limited",NA,NA,NA,NA,NA,NA,"","","","","English","","auth"
19792,"ref","journal article","Biostratigraphy of Late Paleocene- Middle Eocene radiolarians and foraminifera from Cyprus",2003,"A.","Sanfilippo","A.","Hakyemez","U.K. Tekin","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"49","01-Feb","47","64","English","10.2113/49.1.47","auth"
